Gene 1,Gene 2,cv,train
Ltf,Actb,0.8125,0.9375
Ltf,Pi16,0.8125,0.9375
Ltf,Hamp,0.8125,1.0
Ltf,Psma2,0.8125,0.9375
Ltf,Ighg1,0.875,0.9375
Ltf,Psmb9,0.875,0.9375
Ltf,Angptl3,0.875,0.9375
Ltf,Hspa5,0.8125,0.9375
Ltf,Mbl1,0.875,0.9375
Ltf,Met,0.8125,0.9375
Ltf,Serping1,0.8125,0.9375
Ltf,Ctbs,0.8125,1.0
Ltf,Serpinf1,0.875,1.0
Ltf,Gnptg,0.875,1.0
Ltf,Pon1,0.9375,1.0
Ltf,Hba,0.875,1.0
Ltf,Icoslg,0.875,0.9375
Ltf,Hgfac,0.8125,1.0
Ltf,Pla2g7,0.75,0.9375
Ltf,Mup20,0.875,0.9375
Ltf,Olfm1,0.875,0.9375
Ltf,Psmb4,0.875,0.9375
Ltf,Ganab,0.875,0.9375
Ltf,Igfals,0.8125,0.9375
Ltf,Serpina1d,0.875,1.0
Ltf,B2m,0.9375,1.0
Ltf,Pnliprp1,0.875,1.0
Ltf,Capn1,0.8125,0.9375
Ltf,Fbln1,0.9375,1.0
Ltf,Pfn1,0.8125,0.9375
Ltf,Apcs,0.8125,0.9375
Ltf,Psmb1,0.875,0.9375
Ltf,Mup3,0.875,0.9375
Ltf,Prdx2,0.8125,0.9375
Ltf,Ckm,0.875,0.9375
Ltf,Fcn1,0.875,0.9375
Ltf,Ighg2b,0.8125,0.9375
Ltf,Hyou1,0.875,0.9375
Ltf,Ywhae,0.875,0.9375
Ltf,Apoa2,0.875,1.0
Ltf,Igfbp6,0.875,1.0
Ltf,Ctsl,0.9375,1.0
Ltf,Cd248,0.8125,1.0
Ltf,Ces3a,0.875,0.9375
Ltf,Igkv9-120,1.0,1.0
Ltf,Aldoa,0.8125,0.9375
Ltf,Pcolce,0.875,1.0
Ltf,Ghr,0.8125,1.0
Selenop,Dpp4,0.8125,1.0
Selenop,Mbl2,0.9375,1.0
Selenop,Pcyox1,0.625,0.8125
Selenop,Cpn2,0.875,0.9375
Selenop,Gm10881,0.8125,0.875
Selenop,F13b,0.9375,1.0
Selenop,F2,0.9375,1.0
Selenop,Ccl8,0.9375,1.0
Selenop,Psmb3,0.8125,0.875
Selenop,Hp,0.75,0.875
Selenop,Ighv1-62-3,0.875,0.875
Selenop,Spp1,0.75,0.875
Selenop,Ext2,0.8125,0.9375
Selenop,Mmrn1,0.9375,0.9375
Selenop,Efemp2,0.9375,1.0
Selenop,Sod3,0.9375,1.0
Selenop,Ctsd,0.75,0.875
Selenop,Proc,0.875,0.9375
Selenop,Procr,0.75,0.875
Selenop,Hpx,0.875,0.9375
Selenop,Psmb5,0.9375,0.9375
Selenop,Loxl1,0.8125,0.9375
Selenop,Arpc1b,0.875,0.9375
Selenop,Calr,0.875,0.875
Selenop,Igfbp3,0.9375,0.9375
Selenop,Adgre5,0.6875,0.8125
Selenop,Ces1c,0.8125,0.8125
Selenop,Sbsn,0.8125,0.8125
Selenop,Lbp,0.875,0.875
Selenop,Man2b1,0.75,0.875
Selenop,Pgam1,0.9375,0.9375
Selenop,Plxdc2,0.875,0.875
Selenop,Ctss,1.0,1.0
Selenop,Psmb2,0.9375,1.0
Selenop,Kng1,0.6875,0.875
Selenop,Lrrn4,0.875,0.9375
Selenop,Pon3,0.8125,1.0
Selenop,Itgb2,0.875,0.875
Selenop,Nrp1,0.8125,0.9375
Selenop,Vtn,0.75,0.875
Selenop,Cd5l,0.8125,0.875
Selenop,Apoc2,0.875,0.875
Selenop,Ctsz,0.8125,0.9375
Selenop,Heg1,0.875,1.0
Selenop,Apod,0.75,0.875
Selenop,Actb,0.9375,0.9375
Selenop,Pi16,0.9375,0.9375
Selenop,Hamp,0.75,0.875
Selenop,Psma2,0.9375,0.9375
Selenop,Ighg1,0.8125,0.875
Selenop,Psmb9,0.6875,0.875
Selenop,Angptl3,0.75,0.875
Selenop,Hspa5,0.875,1.0
Selenop,Mbl1,0.75,0.875
Selenop,Met,0.875,0.9375
Selenop,Serping1,0.75,0.875
Selenop,Ctbs,0.875,1.0
Selenop,Serpinf1,0.8125,0.9375
Selenop,Gnptg,1.0,1.0
Selenop,Pon1,0.8125,0.8125
Selenop,Hba,0.875,0.875
Selenop,Icoslg,0.875,0.875
Selenop,Hgfac,0.8125,0.875
Selenop,Pla2g7,0.8125,0.875
Selenop,Mup20,0.8125,0.875
Selenop,Olfm1,0.875,0.9375
Selenop,Psmb4,0.875,0.875
Selenop,Ganab,0.75,0.875
Selenop,Igfals,0.875,0.875
Selenop,Serpina1d,0.875,0.875
Selenop,B2m,0.875,0.9375
Selenop,Pnliprp1,0.875,0.875
Selenop,Capn1,0.75,0.875
Selenop,Fbln1,0.875,1.0
Selenop,Pfn1,0.875,1.0
Selenop,Apcs,0.8125,0.875
Selenop,Psmb1,0.8125,0.9375
Selenop,Mup3,0.8125,0.9375
Selenop,Prdx2,0.875,0.875
Selenop,Ckm,0.8125,0.875
Selenop,Fcn1,0.8125,0.875
Selenop,Ighg2b,0.8125,0.875
Selenop,Hyou1,0.9375,0.9375
Selenop,Ywhae,0.8125,0.875
Selenop,Apoa2,0.9375,0.9375
Selenop,Igfbp6,0.875,0.875
Selenop,Ctsl,0.6875,0.8125
Selenop,Cd248,0.875,0.875
